,0,1,2,3
3200,TX48035,100.0,Donald Trump,6325
3201,TX48035,100.0,Hillary Clinton,1277
3202,TX48033,100.0,Donald Trump,330
3203,TX48033,100.0,Hillary Clinton,31
3204,NM35049,100.0,Hillary Clinton,49956
3205,NM35049,100.0,Donald Trump,14198
3206,OK40081,100.0,Donald Trump,10838
3207,OK40081,100.0,Hillary Clinton,2423
3208,NC37099,100.0,Donald Trump,9706
3209,NC37099,100.0,Hillary Clinton,7564
3210,NC37095,100.0,Donald Trump,1275
3211,NC37095,100.0,Hillary Clinton,956
3212,NC37097,100.0,Donald Trump,54164
3213,NC37097,100.0,Hillary Clinton,24441
3214,NC37091,100.0,Hillary Clinton,6886
3215,NC37091,100.0,Donald Trump,3081
3216,OK40083,100.0,Donald Trump,13613
3217,OK40083,100.0,Hillary Clinton,4239
3218,NC37093,100.0,Hillary Clinton,9608
3219,NC37093,100.0,Donald Trump,7676
3220,IA19115,100.0,Donald Trump,3060
3221,IA19115,100.0,Hillary Clinton,1643
3222,NE31043,100.0,Donald Trump,4028
3223,NE31043,100.0,Hillary Clinton,2904
3224,IA19117,100.0,Donald Trump,2873
3225,IA19117,100.0,Hillary Clinton,1236
3226,NE31041,100.0,Donald Trump,4616
3227,NE31041,100.0,Hillary Clinton,635
3228,IA19111,100.0,Donald Trump,8762
3229,IA19111,100.0,Hillary Clinton,6195
3230,NE31047,100.0,Donald Trump,5935
3231,NE31047,100.0,Hillary Clinton,2116
3232,IA19113,100.0,Hillary Clinton,58481
3233,IA19113,100.0,Donald Trump,48183
3234,NE31045,100.0,Donald Trump,2559
3235,NE31045,100.0,Hillary Clinton,785
3236,NY36111,100.0,Hillary Clinton,40010
3237,NY36111,100.0,Donald Trump,32962
3238,OK40085,100.0,Donald Trump,2920
3239,OK40085,100.0,Hillary Clinton,735
3240,NY36113,100.0,Donald Trump,14284
3241,NY36113,100.0,Hillary Clinton,11366
3242,NE31049,100.0,Donald Trump,809
3243,NE31049,100.0,Hillary Clinton,120
3244,IA19119,100.0,Donald Trump,5188
3245,IA19119,100.0,Hillary Clinton,917
3246,NY36117,100.0,Donald Trump,21935
3247,NY36117,100.0,Hillary Clinton,12378
3248,ID16001,100.0,Donald Trump,93748
3249,ID16001,100.0,Hillary Clinton,75676
3250,TX48143,100.0,Donald Trump,11205
3251,TX48143,100.0,Hillary Clinton,2159
3252,ID16003,100.0,Donald Trump,1556
3253,ID16003,100.0,Hillary Clinton,415
3254,TX48141,100.0,Hillary Clinton,145509
3255,TX48141,100.0,Donald Trump,54567
3256,ID16005,100.0,Donald Trump,17180
3257,ID16005,100.0,Hillary Clinton,10342
3258,OK40087,100.0,Donald Trump,13151
3259,OK40087,100.0,Hillary Clinton,2893
3260,ID16007,100.0,Donald Trump,2203
3261,ID16007,100.0,Hillary Clinton,255
3262,TX48145,100.0,Donald Trump,3438
3263,TX48145,100.0,Hillary Clinton,1682
3264,ID16009,100.0,Donald Trump,3101
3265,ID16009,100.0,Hillary Clinton,780
3266,TX48149,100.0,Donald Trump,8648
3267,TX48149,100.0,Hillary Clinton,2127
3268,TX48041,100.0,Donald Trump,38662
3269,TX48041,100.0,Hillary Clinton,23041
3270,TX48059,100.0,Donald Trump,4858
3271,TX48059,100.0,Hillary Clinton,568
3272,IL17069,100.0,Donald Trump,1650
3273,IL17069,100.0,Hillary Clinton,419
3274,IL17061,100.0,Donald Trump,4139
3275,IL17061,100.0,Hillary Clinton,1202
3276,IL17063,100.0,Donald Trump,13417
3277,IL17063,100.0,Hillary Clinton,8021
3278,IL17065,100.0,Donald Trump,3205
3279,IL17065,100.0,Hillary Clinton,800
3280,IL17067,100.0,Donald Trump,5713
3281,IL17067,100.0,Hillary Clinton,1744
3282,TN47159,100.0,Donald Trump,5485
3283,TN47159,100.0,Hillary Clinton,1688
3284,TN47157,100.0,Hillary Clinton,206640
3285,TN47157,100.0,Donald Trump,114948
3286,TN47155,100.0,Donald Trump,28610
3287,TN47155,100.0,Hillary Clinton,6293
3288,TN47153,100.0,Donald Trump,4434
3289,TN47153,100.0,Hillary Clinton,1051
3290,TN47151,100.0,Donald Trump,6044
3291,TN47151,100.0,Hillary Clinton,934
3292,IA19061,100.0,Donald Trump,23384
3293,IA19061,100.0,Hillary Clinton,22774
3294,IA19063,100.0,Donald Trump,3121
3295,IA19063,100.0,Hillary Clinton,1356
3296,NY36105,100.0,Donald Trump,14626
3297,NY36105,100.0,Hillary Clinton,10983
3298,IA19065,100.0,Donald Trump,5591
3299,IA19065,100.0,Hillary Clinton,3666
3300,IA19067,100.0,Donald Trump,4371
3301,IA19067,100.0,Hillary Clinton,3177
3302,NE31139,100.0,Donald Trump,3052
3303,NE31139,100.0,Hillary Clinton,382
3304,IA19069,100.0,Donald Trump,3153
3305,IA19069,100.0,Hillary Clinton,1490
3306,NE31137,100.0,Donald Trump,3832
3307,NE31137,100.0,Hillary Clinton,571
3308,NE31135,100.0,Donald Trump,1202
3309,NE31135,100.0,Hillary Clinton,160
3310,NE31133,100.0,Donald Trump,970
3311,NE31133,100.0,Hillary Clinton,279
3312,NE31131,100.0,Donald Trump,4833
3313,NE31131,100.0,Hillary Clinton,2017
3314,AL01099,100.0,Donald Trump,5771
3315,AL01099,100.0,Hillary Clinton,4310
3316,ND38039,100.0,Donald Trump,847
3317,ND38039,100.0,Hillary Clinton,298
3318,ND38037,100.0,Donald Trump,1098
3319,ND38037,100.0,Hillary Clinton,187
3320,AL01093,100.0,Donald Trump,11273
3321,AL01093,100.0,Hillary Clinton,1432
3322,ND38035,100.0,Donald Trump,16325
3323,ND38035,100.0,Hillary Clinton,10828
3324,AL01091,100.0,Hillary Clinton,5607
3325,AL01091,100.0,Donald Trump,5224
3326,ND38033,100.0,Donald Trump,793
3327,ND38033,100.0,Hillary Clinton,99
3328,AL01097,100.0,Donald Trump,91087
3329,AL01097,100.0,Hillary Clinton,68429
3330,ND38031,100.0,Donald Trump,1237
3331,ND38031,100.0,Hillary Clinton,346
3332,AL01095,100.0,Donald Trump,29217
3333,AL01095,100.0,Hillary Clinton,4913
3334,IL17115,100.0,Donald Trump,26782
3335,IL17115,100.0,Hillary Clinton,18211
3336,IL17117,100.0,Donald Trump,14194
3337,IL17117,100.0,Hillary Clinton,6532
3338,IL17111,100.0,Donald Trump,71117
3339,IL17111,100.0,Hillary Clinton,59827
3340,IL17113,100.0,Donald Trump,37081
3341,IL17113,100.0,Hillary Clinton,35918
3342,IL17119,100.0,Donald Trump,70295
3343,IL17119,100.0,Hillary Clinton,50336
3344,PA42103,100.0,Donald Trump,16035
3345,PA42103,100.0,Hillary Clinton,9247
3346,PA42101,98.75,Hillary Clinton,560542
3347,PA42101,98.75,Donald Trump,105418
3348,NC37081,100.0,Hillary Clinton,147949
3349,NC37081,100.0,Donald Trump,97461
3350,PA42107,100.0,Donald Trump,43937
3351,PA42107,100.0,Hillary Clinton,16724
3352,PA42105,100.0,Donald Trump,6247
3353,PA42105,100.0,Hillary Clinton,1300
3354,PA42109,100.0,Donald Trump,11710
3355,PA42109,100.0,Hillary Clinton,3991
3356,TX48077,100.0,Donald Trump,4376
3357,TX48077,100.0,Hillary Clinton,536
3358,NC37077,100.0,Donald Trump,13500
3359,NC37077,100.0,Hillary Clinton,12827
3360,NC37075,100.0,Donald Trump,3260
3361,NC37075,100.0,Hillary Clinton,761
3362,ND38005,100.0,Donald Trump,927
3363,ND38005,100.0,Hillary Clinton,842
3364,NC37073,100.0,Donald Trump,2851
3365,NC37073,100.0,Hillary Clinton,2371
3366,PA42097,100.0,Donald Trump,24418
3367,PA42097,100.0,Hillary Clinton,9184
3368,NC37071,100.0,Donald Trump,61467
3369,NC37071,100.0,Hillary Clinton,30982
3370,SD46135,100.0,Donald Trump,5654
3371,SD46135,100.0,Hillary Clinton,3301
3372,NY36109,100.0,Hillary Clinton,25555
3373,NY36109,100.0,Donald Trump,9647
3374,NVNV,100.0,Hillary Clinton,537753
3375,NVNV,100.0,Donald Trump,511319
3376,NC37079,100.0,Donald Trump,4358
3377,NC37079,100.0,Hillary Clinton,3570
3378,ND38003,100.0,Donald Trump,3156
3379,ND38003,100.0,Hillary Clinton,1597
3380,WY56001,100.0,Donald Trump,7601
3381,WY56001,100.0,Hillary Clinton,6888
3382,ND38001,100.0,Donald Trump,904
3383,ND38001,100.0,Hillary Clinton,216
3384,CA06049,100.0,Donald Trump,2413
3385,CA06049,100.0,Hillary Clinton,798
3386,OK40053,100.0,Donald Trump,1827
3387,OK40053,100.0,Hillary Clinton,287
3388,OK40051,100.0,Donald Trump,17293
3389,OK40051,100.0,Hillary Clinton,3878
3390,OK40057,100.0,Donald Trump,714
3391,OK40057,100.0,Hillary Clinton,224
3392,OK40055,100.0,Donald Trump,1482
3393,OK40055,100.0,Hillary Clinton,323
3394,CA06041,100.0,Hillary Clinton,86650
3395,CA06041,100.0,Donald Trump,17531
3396,CA06043,100.0,Donald Trump,5185
3397,CA06043,100.0,Hillary Clinton,3122
3398,OK40059,100.0,Donald Trump,1307
3399,OK40059,100.0,Hillary Clinton,131
3400,CA06045,100.0,Hillary Clinton,6905
3401,CA06045,100.0,Donald Trump,3571
3402,CA06047,100.0,Hillary Clinton,21856
3403,CA06047,100.0,Donald Trump,18486
3404,KS20029,100.0,Donald Trump,2856
3405,KS20029,100.0,Hillary Clinton,744
3406,FL12039,100.0,Hillary Clinton,14994
3407,FL12039,100.0,Donald Trump,6721
3408,FL12037,100.0,Donald Trump,4119
3409,FL12037,100.0,Hillary Clinton,1738
3410,KS20027,100.0,Donald Trump,2831
3411,KS20027,100.0,Hillary Clinton,665
3412,FL12033,100.0,Donald Trump,88370
3413,FL12033,100.0,Hillary Clinton,57114
3414,KS20023,100.0,Donald Trump,1172
3415,KS20023,100.0,Hillary Clinton,188
3416,MD24013,100.0,Donald Trump,55593
3417,MD24013,100.0,Hillary Clinton,24314
3418,PA42091,100.0,Hillary Clinton,251063
3419,PA42091,100.0,Donald Trump,160803
3420,MD24011,100.0,Donald Trump,8999
3421,MD24011,100.0,Hillary Clinton,3747
3422,MD24017,100.0,Hillary Clinton,46063
3423,MD24017,100.0,Donald Trump,24163
3424,MD24015,100.0,Donald Trump,27579
3425,MD24015,100.0,Hillary Clinton,12651
3426,WY56009,100.0,Donald Trump,5520
3427,WY56009,100.0,Hillary Clinton,668
3428,MD24019,100.0,Donald Trump,7938
3429,MD24019,100.0,Hillary Clinton,5695
3430,ND38009,100.0,Donald Trump,2482
3431,ND38009,100.0,Hillary Clinton,734
3432,TX48473,100.0,Donald Trump,10525
3433,TX48473,100.0,Hillary Clinton,5744
3434,SD46087,100.0,Donald Trump,1794
3435,SD46087,100.0,Hillary Clinton,623
3436,AL01075,100.0,Donald Trump,5819
3437,AL01075,100.0,Hillary Clinton,1035
3438,AL01077,100.0,Donald Trump,27735
3439,AL01077,100.0,Hillary Clinton,9877
3440,AL01071,100.0,Donald Trump,16643
3441,AL01071,100.0,Hillary Clinton,3663
3442,AL01073,100.0,Hillary Clinton,151581
3443,AL01073,100.0,Donald Trump,130614
3444,VA51510,100.0,Hillary Clinton,57147
3445,VA51510,100.0,Donald Trump,13241
3446,AL01079,100.0,Donald Trump,10732
3447,AL01079,100.0,Hillary Clinton,3611
3448,NY36115,100.0,Donald Trump,12770
3449,NY36115,100.0,Hillary Clinton,8238
3450,VA51155,100.0,Donald Trump,10314
3451,VA51155,100.0,Hillary Clinton,4170
3452,HIHI,100.0,Hillary Clinton,266827
3453,HIHI,100.0,Donald Trump,128815
3454,CACA,100.0,Hillary Clinton,7362490
3455,CACA,100.0,Donald Trump,3916209
3456,WV54109,100.0,Donald Trump,6527
3457,WV54109,100.0,Hillary Clinton,1061
3458,WV54107,100.0,Donald Trump,25168
3459,WV54107,100.0,Hillary Clinton,8327
3460,MT30041,100.0,Donald Trump,3446
3461,MT30041,100.0,Hillary Clinton,2350
3462,WV54105,100.0,Donald Trump,1903
3463,WV54105,100.0,Hillary Clinton,383
3464,WV54103,100.0,Donald Trump,4461
3465,WV54103,100.0,Hillary Clinton,1348
3466,WV54101,100.0,Donald Trump,2284
3467,WV54101,100.0,Hillary Clinton,554
3468,OR41009,100.0,Donald Trump,12967
3469,OR41009,100.0,Hillary Clinton,9959
3470,SD46033,100.0,Donald Trump,3290
3471,SD46033,100.0,Hillary Clinton,1120
3472,WI55093,100.0,Donald Trump,11260
3473,WI55093,100.0,Hillary Clinton,8380
3474,OR41001,100.0,Donald Trump,6160
3475,OR41001,100.0,Hillary Clinton,1781
3476,OR41003,100.0,Hillary Clinton,28431
3477,OR41003,100.0,Donald Trump,13030
3478,OR41005,100.0,Hillary Clinton,90187
3479,OR41005,100.0,Donald Trump,79062
3480,OR41007,100.0,Hillary Clinton,8899
3481,OR41007,100.0,Donald Trump,7794
3482,WI55091,100.0,Donald Trump,2228
3483,WI55091,100.0,Hillary Clinton,1345
3484,MN27059,100.0,Donald Trump,13635
3485,MN27059,100.0,Hillary Clinton,5656
3486,MN27055,100.0,Donald Trump,5616
3487,MN27055,100.0,Hillary Clinton,4145
3488,MN27057,100.0,Donald Trump,7269
3489,MN27057,100.0,Hillary Clinton,3432
3490,MN27051,100.0,Donald Trump,2063
3491,MN27051,100.0,Hillary Clinton,1104
3492,MN27053,100.0,Hillary Clinton,429283
3493,MN27053,100.0,Donald Trump,191768
3494,MO29083,100.0,Donald Trump,7072
3495,MO29083,100.0,Hillary Clinton,2356
3496,MO29081,100.0,Donald Trump,2965
3497,MO29081,100.0,Hillary Clinton,574
3498,MO29087,100.0,Donald Trump,1926
3499,MO29087,100.0,Hillary Clinton,346
3500,MO29085,100.0,Donald Trump,3539
3501,MO29085,100.0,Hillary Clinton,1016
3502,VA51035,100.0,Donald Trump,10653
3503,VA51035,100.0,Hillary Clinton,2557
3504,VA51037,100.0,Donald Trump,3479
3505,VA51037,100.0,Hillary Clinton,2153
3506,MO29089,100.0,Donald Trump,3277
3507,MO29089,100.0,Hillary Clinton,1279
3508,VA51031,100.0,Donald Trump,19442
3509,VA51031,100.0,Hillary Clinton,6597
3510,VA51033,100.0,Donald Trump,7143
3511,VA51033,100.0,Hillary Clinton,6425
3512,AR05099,100.0,Donald Trump,2001
3513,AR05099,100.0,Hillary Clinton,1156
3514,KY21229,100.0,Donald Trump,4013
3515,KY21229,100.0,Hillary Clinton,1420
3516,MT30043,100.0,Donald Trump,4099
3517,MT30043,100.0,Hillary Clinton,1975
3518,AR05091,100.0,Donald Trump,11293
3519,AR05091,100.0,Hillary Clinton,4273
3520,AR05093,100.0,Donald Trump,6988
3521,AR05093,100.0,Hillary Clinton,5621
3522,AR05095,100.0,Donald Trump,1400
3523,AR05095,100.0,Hillary Clinton,1298
3524,AR05097,100.0,Donald Trump,2573
3525,AR05097,100.0,Hillary Clinton,735
3526,MN27121,100.0,Donald Trump,3793
3527,MN27121,100.0,Hillary Clinton,2106
3528,MN27123,100.0,Hillary Clinton,176929
3529,MN27123,100.0,Donald Trump,70778
3530,MN27125,100.0,Donald Trump,1141
3531,MN27125,100.0,Hillary Clinton,540
3532,MN27127,100.0,Donald Trump,5137
3533,MN27127,100.0,Hillary Clinton,1887
3534,VA51580,100.0,Donald Trump,1349
3535,VA51580,100.0,Hillary Clinton,914
3536,GAGA,100.0,Donald Trump,2068623
3537,GAGA,100.0,Hillary Clinton,1837300
3538,ME23003,100.0,Donald Trump,19419
3539,ME23003,100.0,Hillary Clinton,13377
3540,ME23001,100.0,Donald Trump,28189
3541,ME23001,100.0,Hillary Clinton,22975
3542,ME23007,100.0,Donald Trump,7900
3543,ME23007,100.0,Hillary Clinton,7001
3544,ME23005,100.0,Hillary Clinton,102935
3545,ME23005,100.0,Donald Trump,57697
3546,ME23009,100.0,Hillary Clinton,16107
3547,ME23009,100.0,Donald Trump,13682
3548,SD46025,100.0,Donald Trump,1139
3549,SD46025,100.0,Hillary Clinton,398
3550,TX48477,100.0,Donald Trump,10944
3551,TX48477,100.0,Hillary Clinton,3381
3552,SD46099,100.0,Donald Trump,42043
3553,SD46099,100.0,Hillary Clinton,30610
3554,SD46027,100.0,Hillary Clinton,2608
3555,SD46027,100.0,Donald Trump,2109
3556,MS28135,100.0,Hillary Clinton,3337
3557,MS28135,100.0,Donald Trump,2462
3558,MS28137,100.0,Donald Trump,7385
3559,MS28137,100.0,Hillary Clinton,3804
3560,GA13189,100.0,Donald Trump,5432
3561,GA13189,100.0,Hillary Clinton,3699
3562,MS28131,100.0,Donald Trump,4810
3563,MS28131,100.0,Hillary Clinton,1400
3564,MS28133,100.0,Hillary Clinton,6560
3565,MS28133,100.0,Donald Trump,2768
3566,VA51101,100.0,Donald Trump,5963
3567,VA51101,100.0,Hillary Clinton,2752
3568,GA13183,100.0,Donald Trump,2623
3569,GA13183,100.0,Hillary Clinton,1356
3570,VA51103,100.0,Donald Trump,3520
3571,VA51103,100.0,Hillary Clinton,2862
3572,GA13181,100.0,Donald Trump,2759
3573,GA13181,100.0,Hillary Clinton,1271
3574,MS28139,100.0,Donald Trump,7182
3575,MS28139,100.0,Hillary Clinton,1808
3576,GA13187,100.0,Donald Trump,9613
3577,GA13187,100.0,Hillary Clinton,2216
3578,VA51107,100.0,Hillary Clinton,99909
3579,VA51107,100.0,Donald Trump,69633
3580,GA13185,100.0,Donald Trump,21308
3581,GA13185,100.0,Hillary Clinton,14614
3582,OH39057,100.0,Donald Trump,47506
3583,OH39057,100.0,Hillary Clinton,28023
3584,GA13165,100.0,Donald Trump,1892
3585,GA13165,100.0,Hillary Clinton,1108
3586,OH39055,100.0,Donald Trump,29577
3587,OH39055,100.0,Hillary Clinton,17165
3588,GA13167,100.0,Donald Trump,2519
3589,GA13167,100.0,Hillary Clinton,1136
3590,OH39053,100.0,Donald Trump,9567
3591,OH39053,100.0,Hillary Clinton,2564
3592,GA13161,100.0,Donald Trump,4102
3593,GA13161,100.0,Hillary Clinton,901
3594,OH39051,100.0,Donald Trump,13419
3595,OH39051,100.0,Hillary Clinton,5981
3596,GA13163,100.0,Hillary Clinton,3809
3597,GA13163,100.0,Donald Trump,3057
3598,KY21177,100.0,Donald Trump,9393
3599,KY21177,100.0,Hillary Clinton,3272
3600,KY21175,100.0,Donald Trump,3628
3601,KY21175,100.0,Hillary Clinton,1006
3602,PAPA,99.76,Donald Trump,2912941
3603,PAPA,99.76,Hillary Clinton,2844705
3604,KY21173,100.0,Donald Trump,7856
3605,KY21173,100.0,Hillary Clinton,3158
3606,OH39059,100.0,Donald Trump,11164
3607,OH39059,100.0,Hillary Clinton,4286
3608,KY21171,100.0,Donald Trump,4278
3609,KY21171,100.0,Hillary Clinton,601
3610,NV32009,100.0,Donald Trump,329
3611,NV32009,100.0,Hillary Clinton,65
3612,VA51740,100.0,Hillary Clinton,28462
3613,VA51740,100.0,Donald Trump,12773
3614,MS28001,100.0,Hillary Clinton,6921
3615,MS28001,100.0,Donald Trump,5125
3616,KY21003,100.0,Donald Trump,6466
3617,KY21003,100.0,Hillary Clinton,1349
3618,MS28003,100.0,Donald Trump,11817
3619,MS28003,100.0,Hillary Clinton,2684
3620,KY21001,100.0,Donald Trump,6637
3621,KY21001,100.0,Hillary Clinton,1323
3622,MS28005,100.0,Donald Trump,4282
3623,MS28005,100.0,Hillary Clinton,2688
3624,KY21007,100.0,Donald Trump,3161
3625,KY21007,100.0,Hillary Clinton,816
3626,MS28007,100.0,Donald Trump,4288
3627,MS28007,100.0,Hillary Clinton,2847
3628,KY21005,100.0,Donald Trump,8242
3629,KY21005,100.0,Hillary Clinton,2634
3630,MS28009,100.0,Donald Trump,2240
3631,MS28009,100.0,Hillary Clinton,1713
3632,KY21009,100.0,Donald Trump,13483
3633,KY21009,100.0,Hillary Clinton,4275
3634,NM35033,100.0,Hillary Clinton,1533
3635,NM35033,100.0,Donald Trump,662
3636,NM35031,100.0,Hillary Clinton,13162
3637,NM35031,100.0,Donald Trump,4893
3638,GA13295,100.0,Donald Trump,18938
3639,GA13295,100.0,Hillary Clinton,4213
3640,NM35037,100.0,Donald Trump,2208
3641,NM35037,100.0,Hillary Clinton,1016
3642,NM35035,100.0,Donald Trump,11756
3643,NM35035,100.0,Hillary Clinton,6033
3644,TX48043,100.0,Donald Trump,2073
3645,TX48043,100.0,Hillary Clinton,1869
3646,MA25023,100.0,Hillary Clinton,133828
3647,MA25023,100.0,Donald Trump,114722
3648,NM35039,100.0,Hillary Clinton,9534
3649,NM35039,100.0,Donald Trump,3583
3650,MA25021,100.0,Hillary Clinton,219129
3651,MA25021,100.0,Donald Trump,119171
3652,TX48047,100.0,Hillary Clinton,1937
3653,TX48047,100.0,Donald Trump,613
3654,MA25027,100.0,Hillary Clinton,197126
3655,MA25027,100.0,Donald Trump,157138
3656,TX48045,100.0,Donald Trump,625
3657,TX48045,100.0,Hillary Clinton,91
3658,MA25025,100.0,Hillary Clinton,241212
3659,MA25025,100.0,Donald Trump,50042
3660,NY36107,100.0,Donald Trump,12528
3661,NY36107,100.0,Hillary Clinton,6852
3662,NC37089,100.0,Donald Trump,35535
3663,NC37089,100.0,Hillary Clinton,19664
3664,NY36103,100.0,Donald Trump,328403
3665,NY36103,100.0,Hillary Clinton,276953
3666,TN47019,100.0,Donald Trump,16897
3667,TN47019,100.0,Hillary Clinton,3453
3668,NY36101,100.0,Donald Trump,25091
3669,NY36101,100.0,Hillary Clinton,11215
3670,TN47017,100.0,Donald Trump,7731
3671,TN47017,100.0,Hillary Clinton,2323
3672,NC37083,100.0,Hillary Clinton,15642
3673,NC37083,100.0,Donald Trump,8954
3674,TN47015,100.0,Donald Trump,4006
3675,TN47015,100.0,Hillary Clinton,1126
3676,GA13291,100.0,Donald Trump,9849
3677,GA13291,100.0,Hillary Clinton,1962
3678,TN47013,100.0,Donald Trump,9860
3679,TN47013,100.0,Hillary Clinton,2248
3680,NC37087,100.0,Donald Trump,18844
3681,NC37087,100.0,Hillary Clinton,10414
3682,TN47011,100.0,Donald Trump,29761
3683,TN47011,100.0,Hillary Clinton,7070
3684,NC37085,100.0,Donald Trump,27278
3685,NC37085,100.0,Hillary Clinton,16452
3686,IA19103,100.0,Hillary Clinton,49942
3687,IA19103,100.0,Donald Trump,20993
3688,IA19101,100.0,Donald Trump,3738
3689,IA19101,100.0,Hillary Clinton,3702
3690,MO29510,100.0,Hillary Clinton,101487
3691,MO29510,100.0,Donald Trump,20281
3692,IA19107,100.0,Donald Trump,3385
3693,IA19107,100.0,Hillary Clinton,1265
3694,IA19105,100.0,Donald Trump,5718
3695,IA19105,100.0,Hillary Clinton,3779
3696,IA19109,100.0,Donald Trump,5637
3697,IA19109,100.0,Hillary Clinton,2529
3698,ID16019,100.0,Donald Trump,26699
3699,ID16019,100.0,Hillary Clinton,8930
3700,ID16017,100.0,Donald Trump,10220
3701,ID16017,100.0,Hillary Clinton,5140
3702,ID16015,100.0,Donald Trump,2673
3703,ID16015,100.0,Hillary Clinton,777
3704,ID16013,100.0,Hillary Clinton,6416
3705,ID16013,100.0,Donald Trump,3340
3706,ID16011,100.0,Donald Trump,10907
3707,ID16011,100.0,Hillary Clinton,2924
3708,IL17055,100.0,Donald Trump,13101
3709,IL17055,100.0,Hillary Clinton,4711
3710,IL17057,100.0,Donald Trump,8482
3711,IL17057,100.0,Hillary Clinton,6118
3712,IL17051,100.0,Donald Trump,7363
3713,IL17051,100.0,Hillary Clinton,1814
3714,IL17053,100.0,Donald Trump,4474
3715,IL17053,100.0,Hillary Clinton,1410
3716,TX48471,100.0,Donald Trump,12878
3717,TX48471,100.0,Hillary Clinton,6085
3718,IL17059,100.0,Donald Trump,1942
3719,IL17059,100.0,Hillary Clinton,656
3720,TN47129,100.0,Donald Trump,5429
3721,TN47129,100.0,Hillary Clinton,1053
3722,TN47123,100.0,Donald Trump,13361
3723,TN47123,100.0,Hillary Clinton,3184
3724,TN47121,100.0,Donald Trump,3337
3725,TN47121,100.0,Hillary Clinton,856
3726,TN47127,100.0,Donald Trump,2325
3727,TN47127,100.0,Hillary Clinton,496
3728,TN47125,100.0,Donald Trump,32320
3729,TN47125,100.0,Hillary Clinton,21686
3730,NE31149,100.0,Donald Trump,687
3731,NE31149,100.0,Hillary Clinton,70
3732,SC45025,100.0,Donald Trump,9576
3733,SC45025,100.0,Hillary Clinton,7125
3734,IA19079,100.0,Donald Trump,4450
3735,IA19079,100.0,Hillary Clinton,2715
3736,NE31143,100.0,Donald Trump,2019
3737,NE31143,100.0,Hillary Clinton,411
3738,IA19077,100.0,Donald Trump,3603
3739,IA19077,100.0,Hillary Clinton,1720
3740,NE31141,100.0,Donald Trump,10864
3741,NE31141,100.0,Hillary Clinton,2612
3742,IA19075,100.0,Donald Trump,4516
3743,IA19075,100.0,Hillary Clinton,1847
3744,NE31147,100.0,Donald Trump,2684
3745,NE31147,100.0,Hillary Clinton,798
3746,IA19073,100.0,Donald Trump,2819
3747,IA19073,100.0,Hillary Clinton,1688
3748,NE31145,100.0,Donald Trump,4212
3749,NE31145,100.0,Hillary Clinton,638
3750,IA19071,100.0,Donald Trump,2401
3751,IA19071,100.0,Hillary Clinton,959
3752,ND38029,100.0,Donald Trump,1672
3753,ND38029,100.0,Hillary Clinton,215
3754,MS28053,100.0,Hillary Clinton,2652
3755,MS28053,100.0,Donald Trump,924
3756,ND38025,100.0,Donald Trump,1753
3757,ND38025,100.0,Hillary Clinton,356
3758,ND38027,100.0,Donald Trump,790
3759,ND38027,100.0,Hillary Clinton,354
3760,ND38021,100.0,Donald Trump,1656
3761,ND38021,100.0,Hillary Clinton,551
3762,ND38023,100.0,Donald Trump,860
3763,ND38023,100.0,Hillary Clinton,243
3764,IL17121,100.0,Donald Trump,11677
3765,IL17121,100.0,Hillary Clinton,4231
3766,IL17123,100.0,Donald Trump,3776
3767,IL17123,100.0,Hillary Clinton,1784
3768,MS28051,100.0,Hillary Clinton,5820
3769,MS28051,100.0,Donald Trump,1151
3770,IL17125,100.0,Donald Trump,4051
3771,IL17125,100.0,Hillary Clinton,2008
3772,IL17127,100.0,Donald Trump,4844
3773,IL17127,100.0,Hillary Clinton,1555
3774,IL17129,100.0,Donald Trump,4230
3775,IL17129,100.0,Hillary Clinton,1808
3776,TX48379,100.0,Donald Trump,3919
3777,TX48379,100.0,Hillary Clinton,619
3778,LA22091,100.0,Hillary Clinton,3353
3779,LA22091,100.0,Donald Trump,2497
3780,LA22097,100.0,Donald Trump,21966
3781,LA22097,100.0,Hillary Clinton,17208
3782,LA22095,100.0,Hillary Clinton,12658
3783,LA22095,100.0,Donald Trump,7569
3784,MS28057,100.0,Donald Trump,8385
3785,MS28057,100.0,Hillary Clinton,1100
3786,PA42111,100.0,Donald Trump,27347
3787,PA42111,100.0,Hillary Clinton,7367
3788,PA42113,100.0,Donald Trump,2318
3789,PA42113,100.0,Hillary Clinton,756
3790,PA42115,100.0,Donald Trump,13295
3791,PA42115,100.0,Hillary Clinton,5065
3792,PA42117,100.0,Donald Trump,12928
3793,PA42117,100.0,Hillary Clinton,3642
3794,PA42119,100.0,Donald Trump,10605
3795,PA42119,100.0,Hillary Clinton,6138
3796,MS28055,100.0,Hillary Clinton,395
3797,MS28055,100.0,Donald Trump,298
3798,NC37065,100.0,Hillary Clinton,16152
3799,NC37065,100.0,Donald Trump,8219
3800,NC37067,100.0,Hillary Clinton,92488
3801,NC37067,100.0,Donald Trump,74793
3802,NC37061,100.0,Donald Trump,12151
3803,NC37061,100.0,Hillary Clinton,8196
3804,NC37063,100.0,Hillary Clinton,118783
3805,NC37063,100.0,Donald Trump,27879
3806,NC37069,100.0,Donald Trump,16320
3807,NC37069,100.0,Hillary Clinton,12811
3808,WV54099,100.0,Donald Trump,11077
3809,WV54099,100.0,Hillary Clinton,3334
3810,CA06057,100.0,Hillary Clinton,16199
